Dataset,Theme,Categories,SubCategories,URL,Date_of_check
"Divorces Under The Women's Charter By Age Group, Previous Marital Status And Sex Of Divorcees",Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830215,31/03/2024 12:08:59
Divorces Under The Women's Charter By Age At Marriage Of Male And Female Divorcees,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830216,31/03/2024 12:08:59
"Divorces Under The Women's Charter By Age At Marriage, Ethnic Group And Sex Of Divorcees",Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830217,31/03/2024 12:08:59
Divorces Under The Women's Charter By Duration Of Marriage And Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830218,31/03/2024 12:08:59
Divorces Under The Women's Charter By Duration Of Marriage And Number Of Children Under 18 And 21 Years,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830219,31/03/2024 12:08:59
"Divorces Under The Women's Charter By Age Group And Sex Of Divorcees, And Duration Of Marriage",Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830220,31/03/2024 12:08:59
Divorces Under The Women's Charter By (A) Duration Of Marriage; (B) Plaintiff; And Main Reason For Divorce,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830221,31/03/2024 12:08:59
Divorces Under The Women's Charter By Main Reason For Divorce And Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830222,31/03/2024 12:08:59
"Divorces Under The Women's Charter By Age Group And Sex Of Divorcees, And Main Reason For Divorce",Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830223,31/03/2024 12:08:59
Divorces Under The Administration Of Muslim Law Act By Age Group And Sex Of Divorcees,Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830224,31/03/2024 12:08:59
Divorces Under The Administration Of Muslim Law Act By Duration Of Marriage,Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830225,31/03/2024 12:08:59
Divorces Under The Administration Of Muslim Law Act By Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830226,31/03/2024 12:08:59
Median Age Of Male Divorcees Under The Administration Of Muslim Law Act By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830227,31/03/2024 12:08:59
Median Age Of Female Divorcees Under The Administration Of Muslim Law Act By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830228,31/03/2024 12:08:59
"Divorces Under The Administration Of Muslim Law Act By Ethnic Group Of Couple, January - December",Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830229,31/03/2024 12:08:59
Divorces Under The Administration Of Muslim Law Act By Previous Marital Status And Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830230,31/03/2024 12:08:59
Inter-Ethnic Divorces Under The Administration Of Muslim Law Act By Ethnic Group Of Male And Female Divorcees,Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830231,31/03/2024 12:08:59
Divorces Under The Administration Of Muslim Law Act By Age Group Of Male And Female Divorcees,Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830232,31/03/2024 12:08:59
"Divorces Under The Administration Of Muslim Law Act By Age Group, Ethnic Group And Sex Of Divorcees",Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830233,31/03/2024 12:08:59
"Divorces Under The Administration Of Muslim Law Act By Age Group, Previous Marital Status And Sex Of Divorcees",Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830234,31/03/2024 12:08:59
Divorces Under The Administration Of Muslim Law Act By Age At Marriage Of Male And Female Divorcees,Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830235,31/03/2024 12:08:59
"Divorces Under The Administration Of Muslim Law Act By Age At Marriage, Ethnic Group And Sex Of Divorcees",Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830236,31/03/2024 12:08:59
Divorces Under The Administration Of Muslim Law Act By Duration Of Marriage And Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830237,31/03/2024 12:08:59
Divorces Under The Administration Of Muslim Law Act By Duration Of Marriage And Number Of Children Under 18 And 21 Years,Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830238,31/03/2024 12:08:59
"Divorces Under The Administration Of Muslim Law Act By Age Group And Sex Of Divorcees, And Duration Of Marriage",Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830239,31/03/2024 12:08:59
Divorces Under The Administration Of Muslim Law Act By (A) Duration Of Marriage; (B) Plaintiff; And Main Reason For Divorce,Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830240,31/03/2024 12:08:59
Divorces Under The Administration Of Muslim Law Act By Main Reason For Divorce And Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830241,31/03/2024 12:08:59
"Divorces Under The Administration Of Muslim Law Act By Age Group And Sex Of Divorcees, And Main Reason For Divorce",Population,"Marital Status, Marriages and Divorces",Divorces under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830242,31/03/2024 12:08:59
Annulments Under The Women's Charter By Age Group And Sex,Population,"Marital Status, Marriages and Divorces",Annulments under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830243,31/03/2024 12:08:59
Annulments Under The Women's Charter By Duration Of Marriage,Population,"Marital Status, Marriages and Divorces",Annulments under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830244,31/03/2024 12:08:59
Annulments Under The Women's Charter By Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Annulments under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830245,31/03/2024 12:08:59
"Annulments Under The Women's Charter By Ethnic Group Of Couple, January - December",Population,"Marital Status, Marriages and Divorces",Annulments under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830246,31/03/2024 12:08:59
Annulments Under The Women's Charter By Age Group Of Husbands And Wives,Population,"Marital Status, Marriages and Divorces",Annulments under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830247,31/03/2024 12:08:59
"Annulments Under The Women's Charter By Duration Of Marriage, Age Group And Sex",Population,"Marital Status, Marriages and Divorces",Annulments under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830248,31/03/2024 12:08:59
Annulments Under The Women's Charter By Previous Marital Status Of Husbands And Wives,Population,"Marital Status, Marriages and Divorces",Annulments under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830249,31/03/2024 12:08:59
Cumulative Proportion Of Dissolved Resident Marriages By Marriage Cohort At Selected Marriage Anniversary,Population,"Marital Status, Marriages and Divorces",Dissolution of Marriages Among Resident Marriage Cohorts,https://tablebuilder.singstat.gov.sg/table/TS/M830301,31/03/2024 12:08:59
Resident Population Aged 15 Years & Over By Sex And Marital Status,Population,"Marital Status, Marriages and Divorces",Marital Status,https://tablebuilder.singstat.gov.sg/table/TS/M810601,31/03/2024 12:08:59
"Singapore Residents Aged 20 Years & Over By Sex, Age Group And Marital Status",Population,"Marital Status, Marriages and Divorces",Marital Status,https://tablebuilder.singstat.gov.sg/table/TS/M810641,31/03/2024 12:08:59
Proportion Of Singles Among Resident Population By Selected Age Group And Sex,Population,"Marital Status, Marriages and Divorces",Proportion of Singles,https://tablebuilder.singstat.gov.sg/table/TS/M810581,31/03/2024 12:08:59
"Proportion Of Singles Among Resident Population By Selected Age Group, Sex And Highest Qualification Attained",Population,"Marital Status, Marriages and Divorces",Proportion of Singles,https://tablebuilder.singstat.gov.sg/table/TS/M810591,31/03/2024 12:08:59
Proportion Of Singles Among Citizen Population By Selected Age Group And Sex,Population,"Marital Status, Marriages and Divorces",Proportion of Singles,https://tablebuilder.singstat.gov.sg/table/TS/M810681,31/03/2024 12:08:59
"Proportion Of Singles Among Citizen Population By Selected Age Group, Sex And Highest Qualification Attained",Population,"Marital Status, Marriages and Divorces",Proportion of Singles,https://tablebuilder.singstat.gov.sg/table/TS/M810691,31/03/2024 12:08:59
Resident Population Aged 15 Years and Over Born In Singapore,Population,"Marital Status, Marriages and Divorces",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17658,31/03/2024 12:08:59
Resident Population Aged 15 Years and Over,Population,"Marital Status, Marriages and Divorces",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17465,31/03/2024 12:08:59
Resident Ever-Married Females Aged 15 Years and Over,Population,"Marital Status, Marriages and Divorces",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8867,31/03/2024 12:08:59
Resident Population Aged 15 Years and Over Born Outside Singapore,Population,"Marital Status, Marriages and Divorces",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17659,31/03/2024 12:08:59
Births And Fertility Rates,Population,Births and Fertility,"Births, Crude Birth Rate (CBR), Total Fertility Rate (TFR) and Reproduction Rates",https://tablebuilder.singstat.gov.sg/table/TS/M810091,31/03/2024 12:08:59
Live-Births By Birth Order,Population,Births and Fertility,"Births, Crude Birth Rate (CBR), Total Fertility Rate (TFR) and Reproduction Rates",https://tablebuilder.singstat.gov.sg/table/TS/M810071,31/03/2024 12:08:59
Live-Births By Sex And Ethnic Group,Population,Births and Fertility,"Births, Crude Birth Rate (CBR), Total Fertility Rate (TFR) and Reproduction Rates",https://tablebuilder.singstat.gov.sg/table/TS/M810051,31/03/2024 12:08:59
Live-Births By Place Of Occurrence,Population,Births and Fertility,"Births, Crude Birth Rate (CBR), Total Fertility Rate (TFR) and Reproduction Rates",https://tablebuilder.singstat.gov.sg/table/TS/M810061,31/03/2024 12:08:59
Median Age Of Mothers At First Birth For Resident Births,Population,Births and Fertility,"Births, Crude Birth Rate (CBR), Total Fertility Rate (TFR) and Reproduction Rates",https://tablebuilder.singstat.gov.sg/table/TS/M810741,31/03/2024 12:08:59
