Dataset,Theme,Categories,SubCategories,URL,Date_of_check
"Percent Change In Consumer Price Index (CPI) Over Corresponding Period Of Previous Year, 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M212911,17/03/2024 20:28:35
"Percent Change In Consumer Price Index (CPI) By Household Income Group Over Corresponding Period Of Previous Year, Lowest 20%, 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M213121,17/03/2024 20:28:35
"Percent Change In Consumer Price Index (CPI) By Household Income Group Over Corresponding Period Of Previous Year, Middle 60%, 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M213131,17/03/2024 20:28:35
"Percent Change In Consumer Price Index (CPI) By Household Income Group Over Corresponding Period Of Previous Year, Highest 20%, 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M213141,17/03/2024 20:28:35
"Percent Change In Consumer Price Index (CPI) Over Previous Period, 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M212901,17/03/2024 20:28:35
Average Retail Prices Of Selected Consumer Items,Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M212891,17/03/2024 20:28:35
Housing And Development Board Resale Price Index (1Q2009 = 100),Economy & Prices,Prices and Price Indices,HDB Resale Flats,https://tablebuilder.singstat.gov.sg/table/TS/M212161,17/03/2024 20:28:35
"Export Price Index, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213301,17/03/2024 20:28:35
"Export Price Index, By Commodity Group (3-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213311,17/03/2024 20:28:35
"Export Price Index, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213291,17/03/2024 20:28:35
"Import Price Index, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213251,17/03/2024 20:28:35
"Import Price Index, By Commodity Group (3-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213261,17/03/2024 20:28:35
"Import Price Index, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213241,17/03/2024 20:28:35
"Percent Change In Export Price Index Over Previous Year, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213371,17/03/2024 20:28:35
"Percent Change In Export Price Index Over Previous Year, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213361,17/03/2024 20:28:35
"Percent Change In Import Price Index Over Previous Year, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213351,17/03/2024 20:28:35
"Percent Change In Import Price Index Over Previous Year, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213341,17/03/2024 20:28:35
"Price Index Of Industrial Space, (4th Quarter 2012 = 100)",Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M212181,17/03/2024 20:28:35
Price Indices Of Non-Landed Private Residential Properties By Locality (1st Quarter 2009 = 100),Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M212271,17/03/2024 20:28:35
"Private Residential Property Price Index By Type Of Property, (1st Quarter 2009 = 100)",Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M212261,17/03/2024 20:28:35
Property Price Index By Type (4th Quarter 1998 = 100),Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M210641,17/03/2024 20:28:35
"Property Rental Index, Office In Central Region By Locality, (4th Quarter 1998 = 100)",Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M210211,17/03/2024 20:28:35
"Property Rental Index, Retail In Central Region By Locality, (4th Quarter 1998 = 100)",Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M212131,17/03/2024 20:28:35
"Rental Index Of Industrial Space, (4th Quarter 2012 = 100)",Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M212171,17/03/2024 20:28:35
"Rental Index Of Residential Properties, (1st Quarter 2009 = 100)",Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M212311,17/03/2024 20:28:35
Rental Indices Of Non-Landed Private Residential Properties By Locality (1st Quarter 2009 = 100),Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M212321,17/03/2024 20:28:35
"Domestic Supply Price Index, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213391,17/03/2024 20:28:35
"Domestic Supply Price Index, By Commodity Group (3-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213401,17/03/2024 20:28:35
"Domestic Supply Price Index, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213381,17/03/2024 20:28:35
"Percent Change In Domestic Supply Price Index Over Previous Year, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213491,17/03/2024 20:28:35
"Percent Change In Domestic Supply Price Index Over Previous Year, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213481,17/03/2024 20:28:35
"Percent Change In Services Producer Price Indices Over Previous Quarter, By Index",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213221,17/03/2024 20:28:35
"Percent Change In Services Producer Price Indices Over Previous Year, By Index",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213231,17/03/2024 20:28:35
"Percent Change In Singapore Manufactured Products Price Index Over Previous Year, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213511,17/03/2024 20:28:35
"Percent Change In Singapore Manufactured Products Price Index Over Previous Year, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213501,17/03/2024 20:28:35
"Services Producer Price Indices, By Index",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213211,17/03/2024 20:28:35
"Singapore Manufactured Products Price Index, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213441,17/03/2024 20:28:35
"Singapore Manufactured Products Price Index, By Commodity Group (3-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213451,17/03/2024 20:28:35
"Singapore Manufactured Products Price Index, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213431,17/03/2024 20:28:35
Duty-Paid Releases Of Liquors,Economy & Prices,Public Finance,Duty-Paid Releases,https://tablebuilder.singstat.gov.sg/table/TS/M130081,17/03/2024 20:28:35
"Duty-Paid Releases Of Tobacco, Petroleum, Compressed Natural Gas And Motor Vehicles",Economy & Prices,Public Finance,Duty-Paid Releases,https://tablebuilder.singstat.gov.sg/table/TS/M130091,17/03/2024 20:28:35
Government Debt By Instrument (As At End Of Calendar Year),Economy & Prices,Public Finance,Government Debt,https://tablebuilder.singstat.gov.sg/table/TS/M130071,17/03/2024 20:28:35
Government Debt By Maturity (As At End Of Calendar Year),Economy & Prices,Public Finance,Government Debt,https://tablebuilder.singstat.gov.sg/table/TS/M130191,17/03/2024 20:28:35
"Government Debt, (End Of Period)",Economy & Prices,Public Finance,Government Debt,https://tablebuilder.singstat.gov.sg/table/TS/M130181,17/03/2024 20:28:35
General Government Finance,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130601,17/03/2024 20:28:35
Government Development Expenditure By Sector,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130641,17/03/2024 20:28:35
Government Finance,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130621,17/03/2024 20:28:35
Government Operating Expenditure By Sector,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130631,17/03/2024 20:28:35
Government Operating Revenue,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130501,17/03/2024 20:28:35
Government Overall Fiscal Position (% Of GDP),Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130661,17/03/2024 20:28:35
Overall Fiscal Position,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130561,17/03/2024 20:28:35
Sources And Uses Of Development Fund,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130061,17/03/2024 20:28:35
Taxes On Fossil Fuels,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130671,17/03/2024 20:28:35
Taxable Companies By Chargeable Income Group,Economy & Prices,Public Finance,Taxable Individuals and Companies,https://tablebuilder.singstat.gov.sg/table/TS/M130161,17/03/2024 20:28:35
Taxable Companies By Economic Sector,Economy & Prices,Public Finance,Taxable Individuals and Companies,https://tablebuilder.singstat.gov.sg/table/TS/M130551,17/03/2024 20:28:35
Taxable Individuals By Assessed Income Group,Economy & Prices,Public Finance,Taxable Individuals and Companies,https://tablebuilder.singstat.gov.sg/table/TS/M130221,17/03/2024 20:28:35
Government Employees In The Civil Service By Sex (End Of Period),Economy & Prices,Public Sector,Government Employees,https://tablebuilder.singstat.gov.sg/table/TS/M183361,17/03/2024 20:28:35
Government Employees In The Public Service (End Of Period),Economy & Prices,Public Sector,Government Employees,https://tablebuilder.singstat.gov.sg/table/TS/M182831,17/03/2024 20:28:35
Government Employees In The Statutory Boards By Sex (End Of Period),Economy & Prices,Public Sector,Government Employees,https://tablebuilder.singstat.gov.sg/table/TS/M183371,17/03/2024 20:28:35
Number Of Deputy Secretaries In The Civil Service By Sex,Economy & Prices,Public Sector,Government Employees,https://tablebuilder.singstat.gov.sg/table/TS/M183641,17/03/2024 20:28:35
Number Of Permanent Secretaries In Civil Service By Sex,Economy & Prices,Public Sector,Government Employees,https://tablebuilder.singstat.gov.sg/table/TS/M183631,17/03/2024 20:28:35
Judges And Judicial Officers In Supreme Court,Economy & Prices,Public Sector,Judiciary,https://tablebuilder.singstat.gov.sg/table/TS/M891041,17/03/2024 20:28:35
Judicial Officers In Family Justice Courts,Economy & Prices,Public Sector,Judiciary,https://tablebuilder.singstat.gov.sg/table/TS/M891261,17/03/2024 20:28:35
Judicial Officers In State Courts (End Of Period),Economy & Prices,Public Sector,Judiciary,https://tablebuilder.singstat.gov.sg/table/TS/M891021,17/03/2024 20:28:35
"Workload Statistics Of Supreme Court, State Courts And Family Justice Courts",Economy & Prices,Public Sector,Judiciary,https://tablebuilder.singstat.gov.sg/table/TS/M920371,17/03/2024 20:28:35
Members Of Parliament,Economy & Prices,Public Sector,Members of Parliament,https://tablebuilder.singstat.gov.sg/table/TS/M891031,17/03/2024 20:28:35
Number Of Ministers By Sex,Economy & Prices,Public Sector,Ministers,https://tablebuilder.singstat.gov.sg/table/TS/M920261,17/03/2024 20:28:35
Licensed Local Food Farms,Industry,"Agriculture, Animal Production and Fisheries",Food Farms,https://tablebuilder.singstat.gov.sg/table/TS/M891471,17/03/2024 20:28:35
Livestock Slaughtered,Industry,"Agriculture, Animal Production and Fisheries",Food Supply,https://tablebuilder.singstat.gov.sg/table/TS/M890091,17/03/2024 20:28:35
Local Production,Industry,"Agriculture, Animal Production and Fisheries",Food Supply,https://tablebuilder.singstat.gov.sg/table/TS/M890721,17/03/2024 20:28:35
Seafood Supply And Wholesale,Industry,"Agriculture, Animal Production and Fisheries",Food Supply,https://tablebuilder.singstat.gov.sg/table/TS/M890741,17/03/2024 20:28:35
